ASV	ECN2_D21_13C_10	ECN2_D21_13C_11	ECN2_D21_13C_2	ECN2_D21_13C_3	ECN2_D21_13C_4	ECN2_D21_13C_5	ECN2_D21_13C_6	ECN2_D21_13C_7	ECN2_D21_13C_8	ECN2_D21_13C_9	EP_CON_D14_10	EP_CON_D14_11	EP_CON_D14_2	EP_CON_D14_3	EP_CON_D14_4	EP_CON_D14_5	EP_CON_D14_6	EP_CON_D14_7	EP_CON_D14_8	EP_CON_D14_9	EP_CON_D3_10	EP_CON_D3_11	EP_CON_D3_2	EP_CON_D3_3	EP_CON_D3_4	EP_CON_D3_5	EP_CON_D3_6	EP_CON_D3_7	EP_CON_D3_8	EP_CON_D3_9	EP_CON_D7_10	EP_CON_D7_11	EP_CON_D7_2	EP_CON_D7_3	EP_CON_D7_4	EP_CON_D7_5	EP_CON_D7_6	EP_CON_D7_7	EP_CON_D7_8	EP_CON_D7_9	EP_D14_A_10	EP_D14_A_11	EP_D14_A_2	EP_D14_A_3	EP_D14_A_4	EP_D14_A_5	EP_D14_A_6	EP_D14_A_7	EP_D14_A_8	EP_D14_A_9	EP_D14_B_10	EP_D14_B_11	EP_D14_B_2	EP_D14_B_3	EP_D14_B_4	EP_D14_B_5	EP_D14_B_6	EP_D14_B_7	EP_D14_B_8	EP_D14_B_9	EP_D14_C_1	EP_D14_C_10	EP_D14_C_2	EP_D14_C_3	EP_D14_C_4	EP_D14_C_5	EP_D14_C_6	EP_D14_C_7	EP_D14_C_8	EP_D14_C_9	EP_D21_13C_A_10	EP_D21_13C_A_11	EP_D21_13C_A_2	EP_D21_13C_A_3	EP_D21_13C_A_4	EP_D21_13C_A_5	EP_D21_13C_A_6	EP_D21_13C_A_7	EP_D21_13C_A_8	EP_D21_13C_A_9	EP_D21_13C_B_10	EP_D21_13C_B_11	EP_D21_13C_B_2	EP_D21_13C_B_3	EP_D21_13C_B_4	EP_D21_13C_B_5	EP_D21_13C_B_6	EP_D21_13C_B_7	EP_D21_13C_B_9	EP_D21_13C_C_10	EP_D21_13C_C_11	EP_D21_13C_C_2	EP_D21_13C_C_3	EP_D21_13C_C_4	EP_D21_13C_C_5	EP_D21_13C_C_6	EP_D21_13C_C_7	EP_D21_13C_C_8	EP_D21_13C_C_9	EP_D3_A_10	EP_D3_A_11	EP_D3_A_2	EP_D3_A_3	EP_D3_A_4	EP_D3_A_5	EP_D3_A_6	EP_D3_A_7	EP_D3_A_8	EP_D3_A_9	EP_D3_B_10	EP_D3_B_11	EP_D3_B_2	EP_D3_B_3	EP_D3_B_4	EP_D3_B_5	EP_D3_B_6	EP_D3_B_7	EP_D3_B_8	EP_D3_B_9	EP_D3_C_10	EP_D3_C_11	EP_D3_C_2	EP_D3_C_3	EP_D3_C_4	EP_D3_C_5	EP_D3_C_6	EP_D3_C_7	EP_D3_C_8	EP_D3_C_9	EP_D7_A_10	EP_D7_A_11	EP_D7_A_2	EP_D7_A_3	EP_D7_A_4	EP_D7_A_5	EP_D7_A_6	EP_D7_A_7	EP_D7_A_8	EP_D7_A_9	EP_D7_B_10	EP_D7_B_11	EP_D7_B_2	EP_D7_B_3	EP_D7_B_4	EP_D7_B_5	EP_D7_B_6	EP_D7_B_7	EP_D7_B_8	EP_D7_B_9	EP_D7_C_10	EP_D7_C_11	EP_D7_C_2	EP_D7_C_3	EP_D7_C_4	EP_D7_C_5	EP_D7_C_6	EP_D7_C_7	EP_D7_C_8	EP_D7_C_9	GC_CON_D14_10	GC_CON_D14_11	GC_CON_D14_2	GC_CON_D14_3	GC_CON_D14_4	GC_CON_D14_5	GC_CON_D14_6	GC_CON_D14_7	GC_CON_D14_8	GC_CON_D14_9	GC_CON_D3_10	GC_CON_D3_11	GC_CON_D3_2	GC_CON_D3_3	GC_CON_D3_4	GC_CON_D3_5	GC_CON_D3_6	GC_CON_D3_7	GC_CON_D3_8	GC_CON_D3_9	GC_CON_D7_1	GC_CON_D7_10	GC_CON_D7_2	GC_CON_D7_3	GC_CON_D7_4	GC_CON_D7_5	GC_CON_D7_6	GC_CON_D7_7	GC_CON_D7_8	GC_CON_D7_9	GC_D14_A_10	GC_D14_A_11	GC_D14_A_2	GC_D14_A_3	GC_D14_A_4	GC_D14_A_5	GC_D14_A_6	GC_D14_A_7	GC_D14_A_8	GC_D14_A_9	GC_D14_B_10	GC_D14_B_11	GC_D14_B_2	GC_D14_B_3	GC_D14_B_4	GC_D14_B_5	GC_D14_B_6	GC_D14_B_7	GC_D14_B_8	GC_D14_B_9	GC_D14_C_10	GC_D14_C_11	GC_D14_C_2	GC_D14_C_3	GC_D14_C_4	GC_D14_C_5	GC_D14_C_6	GC_D14_C_7	GC_D14_C_8	GC_D14_C_9	GC_D21_13C_A_10	GC_D21_13C_A_11	GC_D21_13C_A_2	GC_D21_13C_A_3	GC_D21_13C_A_4	GC_D21_13C_A_5	GC_D21_13C_A_6	GC_D21_13C_A_7	GC_D21_13C_A_8	GC_D21_13C_A_9	GC_D21_13C_B_10	GC_D21_13C_B_11	GC_D21_13C_B_2	GC_D21_13C_B_3	GC_D21_13C_B_4	GC_D21_13C_B_5	GC_D21_13C_B_6	GC_D21_13C_B_7	GC_D21_13C_B_8	GC_D21_13C_B_9	GC_D21_13C_C_10	GC_D21_13C_C_11	GC_D21_13C_C_2	GC_D21_13C_C_3	GC_D21_13C_C_4	GC_D21_13C_C_5	GC_D21_13C_C_6	GC_D21_13C_C_7	GC_D21_13C_C_8	GC_D21_13C_C_9	GC_D3_A_10	GC_D3_A_11	GC_D3_A_2	GC_D3_A_3	GC_D3_A_4	GC_D3_A_5	GC_D3_A_6	GC_D3_A_7	GC_D3_A_8	GC_D3_A_9	GC_D3_B_10	GC_D3_B_11	GC_D3_B_2	GC_D3_B_3	GC_D3_B_4	GC_D3_B_5	GC_D3_B_6	GC_D3_B_7	GC_D3_B_8	GC_D3_B_9	GC_D3_C_10	GC_D3_C_11	GC_D3_C_2	GC_D3_C_3	GC_D3_C_4	GC_D3_C_5	GC_D3_C_6	GC_D3_C_7	GC_D3_C_8	GC_D3_C_9	GC_D7_A_10	GC_D7_A_11	GC_D7_A_2	GC_D7_A_3	GC_D7_A_4	GC_D7_A_5	GC_D7_A_6	GC_D7_A_7	GC_D7_A_8	GC_D7_A_9	GC_D7_B_10	GC_D7_B_11	GC_D7_B_2	GC_D7_B_3	GC_D7_B_4	GC_D7_B_5	GC_D7_B_6	GC_D7_B_7	GC_D7_B_8	GC_D7_B_9	GC_D7_C_10	GC_D7_C_11	GC_D7_C_2	GC_D7_C_3	GC_D7_C_4	GC_D7_C_5	GC_D7_C_6	GC_D7_C_7	GC_D7_C_8	GC_D7_C_9	GCN_D21_13C_10	GCN_D21_13C_11	GCN_D21_13C_2	GCN_D21_13C_3	GCN_D21_13C_4	GCN_D21_13C_5	GCN_D21_13C_6	GCN_D21_13C_7	GCN_D21_13C_8	GCN_D21_13C_9
Seq_11	9	12	6	9	26	15	18	8	18	15	923	643	558	658	576	1295	1929	1650	2070	1817	1712	1888	1105	693	967	1264	1413	3115	3162	2457	762	668	446	100	462	617	1576	1714	1756	1807	615	716	530	833	1410	696	733	562	341	869	251	205	946	1373	1150	710	459	124	142	201	28	292	485	641	1079	828	544	188	182	354	450	373	1315	915	837	538	252	208	322	373	146	354	525	461	347	284	316	267	0	0	0	1060	8	5	7	0	0	3	252	7	15	4	11	0	10	17	0	15	21	500	445	167	107	240	940	693	1243	1371	997	671	739	47	720	1282	1919	2107	1346	1223	758	265	206	149	422	608	535	435	245	135	143	273	1053	1885	3078	2093	2232	2802	1127	840	1036	2578	3443	4604	5682	6338	6195	2999	1716	885	1076	0	0	11	0	11	0	0	0	0	0	3	0	13	2	5	4	78	8	0	0	8	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	10	0	0	0	0	0	0	0	0	0	26	43	13	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	438	567	6	1950	646	288	186	113	178	308	27	0	0	0	3	0	0	0	0	0	3	0	17	7	0	0	0	0	0	0	0	16	0	0	3	0	0	0	0	0	3	9	19	87	88	25	11	0	0	0	0	0	13	45	51	7	0	0	1	4	1	0	4	19	68	16	10	0	0	1	1	0	0	8	0	0	0	0	0	0
Seq_12	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	1583	1259	0	1421	1479	1948	2038	2444	2361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1234	1278	444	562	536	1236	1604	2456	1567	1455	406	428	174	128	73	270	767	472	633	546	53	538	152	95	276	361	704	413	668	352	35	33	10	16	42	43	79	49	47	43	2045	1630	1488	428	953	1782	2617	2945	2186	2323	654	555	40	132	203	446	534	899	352	287	862	990	787	1892	2194	1617	1340	714	733	656	3809	3009	1420	2640	3090	3273	3711	3369	4378	3432	0	0	890	0	0	0	0	0	0	0	209	349	55	192	213	257	344	556	468	346	327	468	42	57	113	239	314	494	420	479	883	1406	166	168	615	684	809	1421	1896	1308	101	83	11	13	11	55	153	150	205	252	1435	1076	666	536	335	376	1670	2878	1990	1452	0	2	0	0	12	0	0	0	0	0	1911	848	966	803	699	1652	1552	2459	2779	2050
Seq_13	5	3	2	3	6	3	8	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	22	9	10	8	32	102	290	256	141	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5006	7951	320	422	1433	3303	8678	12180	16506	12571	0	0	2	0	0	0	2	0	0	2	6	8	0	3	0	8	7	16	3	3	14	0	0	2	0	0	0	1	3	0	0	0	3	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5898	3122	4194	4768	4951	11101	8963	10333	11001	6532
Seq_14	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	971	888	0	1209	1425	2021	1848	1498	1080	0	0	0	0	0	0	1	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	8	9	0	16	44	17	22	14	0	0	0	0	0	0	0	0	0	0	514	889	35	51	184	376	976	1236	1277	1104	0	0	1	0	2	0	1	1	0	0	868	988	54	83	62	293	634	1746	507	410	1402	1732	1633	2468	3485	3720	3103	2712	2211	1656	1983	2163	704	1736	2380	3236	3114	3351	2830	1525	0	0	858	2	0	0	0	0	0	0	1254	3301	520	1568	1813	2495	3182	5701	3204	1828	4	0	0	0	0	2	0	1	4	0	3	0	0	0	0	0	0	0	0	0	117	191	44	42	42	188	450	341	358	240	1635	1503	1190	991	686	893	4426	5958	2443	1489	1	0	0	0	15	0	0	0	0	0	752	962	1111	1175	1190	2775	1480	1901	1803	1075
Seq_15	992	769	300	542	919	555	710	881	982	763	746	449	439	533	358	865	1408	1123	1364	1279	559	574	327	237	287	383	434	942	941	678	610	448	409	106	450	473	978	1110	1343	1452	1036	1203	58	48	262	725	1303	1707	1247	1424	635	672	55	301	1403	1754	2306	1106	806	534	13	384	54	29	375	909	840	932	715	550	1264	963	698	704	1535	1444	1228	1108	1071	1090	201	405	62	117	336	503	890	1147	28	2	2	293	9	36	5	0	1	1	945	203	431	161	68	87	242	729	543	506	674	1739	1344	590	285	604	2266	2031	3667	4242	3435	722	677	31	72	88	631	1823	1646	1772	1020	408	411	4	33	225	592	962	874	763	336	58	166	7	14	85	404	552	698	459	248	1581	1713	30	18	1601	1539	1127	2249	1937	936	2	0	15	9	3	0	0	0	0	2	2	1	9	1	0	3	47	8	2	0	41	3	9	0	0	71	0	1	6	2	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	4	0	0	0	0	4	0	10	2	0	0	0	2	0	0	61	4	0	26	26	8	5	0	2	15	1	8	0	3	6	4	0	2	47	0	1296	1465	4	1058	1113	1278	1330	1282	1044	1112	110	0	5	2	7	0	0	0	1	0	0	7	14	1	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	2	3	9	9	18	11	12	4	9	0	0	0	2	1	0	7	2	0	0	1	6	0	0	0	1	6	3	6	0	0	0	75	6	6	7	2	1	0	0
Seq_16	832	770	451	684	1407	1045	1119	1176	1071	723	1161	793	752	836	652	1570	2457	2013	2152	1914	609	707	303	233	306	420	522	1109	1011	785	1615	1333	936	264	776	1295	3313	4039	2857	2851	2009	2327	124	182	408	1037	2517	3601	2675	3253	612	717	35	171	786	1743	2663	2380	1145	713	8	302	34	15	192	638	605	656	500	359	960	604	223	202	532	793	1147	2187	2238	1253	55	46	16	26	48	95	135	222	1	0	2	89	3	30	0	1	5	0	517	315	492	195	125	90	285	943	692	558	703	399	385	154	77	170	628	522	880	862	693	296	313	13	28	35	300	798	608	606	351	417	431	3	18	147	590	952	1249	865	472	38	202	8	36	109	332	510	571	392	232	933	984	9	9	921	943	981	1652	1155	744	3	3	52	13	7	2	0	0	1	2	4	0	23	1	3	0	59	3	0	0	81	0	13	0	10	79	0	2	8	2	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	20	2	1	1	3	0	0	0	55	3	0	9	7	4	0	1	5	13	3	3	0	0	0	5	5	3	28	0	557	624	2	295	418	507	672	907	759	633	96	0	9	0	0	0	0	0	0	1	7	12	6	4	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	8	2	9	4	7	6	7	5	9	1	3	1	0	7	2	2	5	3	0	0	2	0	2	2	2	0	5	2	4	5	0	76	4	2	6	4	2	4	0
Seq_17	101	118	32	89	130	99	98	116	122	77	966	748	700	830	863	1538	1768	1485	2103	1733	1102	1283	881	646	874	1078	883	1955	2125	1626	811	615	493	186	703	888	1264	1165	1456	1490	105	175	7	4	44	132	170	273	161	187	106	143	10	50	282	341	557	274	158	111	7	271	17	28	274	607	479	703	417	334	242	200	126	154	337	309	214	245	214	155	97	126	23	53	128	252	411	615	0	0	0	45	1	3	1	1	0	0	238	16	23	9	7	0	11	31	26	18	20	2865	2347	847	543	1242	4321	3382	6235	7872	5995	1301	1350	45	152	231	1710	3450	2894	3467	2016	32	35	0	0	37	67	99	109	51	30	57	141	3	3	53	212	477	656	455	218	2625	2594	54	33	2453	2455	1801	4211	3817	1944	0	0	7	4	0	0	0	0	0	0	4	1	7	8	1	0	57	7	2	0	3	0	2	1	0	39	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	1	4	1	0	0	0	0	0	2	0	18	5	0	0	0	0	0	1	7	0	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	5	0	324	369	2	244	267	286	332	350	325	295	209	4	7	5	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	4	0	6	1	2	0	2	2	0	3	0	3	0	0	0	0	0	0	0	2	0	2	3	0	0	1	0	5	0	0	2	0	0	0	0
Seq_18	0	4	5	2	7	0	0	0	0	0	8	11	595	997	47	11	5	0	1	15	34	4	103	79	13	0	0	1	0	0	3	2	382	27	40	5	1	2	2	16	9	35	6	4	6	4	0	5	0	9	280	273	29	40	5	0	7	19	33	126	0	27	6	0	8	0	0	0	4	3	40	17	5	2	0	0	3	3	13	23	32	16	0	0	0	1	2	4	111	123	422	0	24	21	19	20	27	63	42	48	16	302	240	195	20	14	0	2	20	19	12	504	261	61	3	0	6	6	34	212	88	45	64	91	35	9	2	23	22	190	2	0	5	0	0	0	0	3	0	3	0	5	3	0	0	0	0	3	1	0	2	4	0	0	0	0	0	0	10	44	32	3314	623	76	18	3	1	0	100	258	31	251	1124	99	16	3	0	0	9	3137	102	1013	405	888	16	8	30	121	197	977	425	826	75	25	36	30	110	758	1824	256	222	1460	1316	1482	1012	47	5	16	156	700	612	1079	1369	286	102	219	13	21	74	101	578	15	34	5	5	3	10	14	10	1882	550	24	29	6	10	8	11	21	36	29	111	54	0	0	0	0	2	6	47	234	1094	13191	931	1403	219	43	40	51	292	390	675	12853	11893	1061	298	14	158	65	228	239	1022	5411	5422	3428	231	137	2	59	99	425	2174	640	1380	34	27	5	9	9	28	20	79	215	635	317	11	142	0	6	353	296	1555	88	7171	541	411	21	22	49	99	56	101	121	42	7	11	0	6	18	55
Seq_19	534	294	69	72	131	195	244	323	379	438	228	99	133	140	188	478	747	747	1081	846	340	329	153	60	150	278	301	927	1101	552	140	84	120	24	131	126	225	173	461	561	1247	1640	293	1138	4755	4496	4773	3399	1470	2680	233	190	121	987	1985	1330	766	194	149	186	76	585	49	669	3702	3111	1051	643	459	569	1313	1111	1554	1634	2166	2688	2098	1587	1598	1393	396	507	409	949	653	857	730	783	10	4	5	1479	22	20	8	3	2	0	1713	0	0	10	0	0	11	29	0	25	0	164	121	56	42	78	333	196	447	674	379	0	0	0	0	0	1	0	0	0	0	52	87	11	56	377	359	1774	341	79	89	4	15	30	288	61	50	652	42	8	50	108	427	10	20	574	450	118	134	87	110	1	2	22	20	11	0	0	0	0	0	5	0	5	0	3	0	33	3	0	0	85	2	10	4	4	66	3	0	14	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	24	0	25	71	72	11	5	0	3	0	0	3	0	7	10	7	5	0	42	0	1714	2406	13	4951	4108	4202	4738	2259	1145	1757	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	37	15	14	7	0	0	1	0	1	0	4	11	8	7	6	0	0	0	0	0	0	22	24	2	4	1	2	1	0	22	17	12	8	2	0	0	0
Seq_20	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	84	0	923	439	204	75	33	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1336	1494	533	616	718	1342	1473	3111	1801	1562	3	0	9	4	6	0	0	0	0	0	3	27	8	3	14	37	30	59	37	27	82	110	204	284	324	186	131	104	37	82	2272	2114	2337	1765	3357	3245	3513	3656	2744	2765	1233	1115	288	3199	5361	4697	2050	1386	481	455	3966	4263	1451	2462	2923	3787	4323	3694	4845	4681	0	5	0	0	0	0	6	9	35	5	0	0	804	0	0	0	0	0	0	0	14	23	3	14	13	18	20	34	33	32	578	905	72	178	263	682	799	781	811	825	24	29	10	65	244	85	37	32	34	16	120	206	68	172	361	415	375	224	252	215	108	131	78	75	49	63	186	236	165	144	212	268	4	73	858	1675	881	414	205	145	0	0	62	0	0	0	0	0	0	0
Seq_21	1	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2523	2140	0	1272	2597	4654	5898	5896	4941	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	2	3	2	203	247	74	61	49	259	513	289	503	397	50	429	122	78	248	415	787	496	520	293	225	292	7	3	47	149	377	561	640	511	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	2	3	11	2	0	2069	1604	638	1036	1247	2230	2227	2669	3165	2659	1593	1237	182	499	999	1402	2081	2322	2677	1302	1	0	988	0	0	0	0	0	0	0	254	537	87	208	192	327	508	841	762	504	0	0	0	0	0	1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	57	86	17	16	10	52	181	163	221	152	1628	536	751	578	393	504	2059	3545	2684	1499	0	0	2	0	22	0	0	0	0	0	1725	997	796	611	599	1612	1618	3636	3735	2276
Seq_22	20	24	7	18	31	35	25	24	24	29	2640	2121	1945	2077	1963	3498	3750	4391	5010	4362	2818	3278	2091	1708	2078	2009	2013	4010	4858	4497	1453	1214	955	314	969	1160	2227	2353	2421	2421	142	208	11	0	8	93	229	405	351	293	347	356	6	16	191	694	1503	2046	1559	651	0	83	0	0	27	155	174	263	257	124	56	31	20	19	28	40	41	103	106	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	262	251	156	129	84	231	450	322	380	446	43	32	25	4	15	46	24	61	73	76	15	6	1	2	3	3	14	6	21	15	15	17	0	0	0	19	40	61	34	25	9	0	0	0	0	0	0	9	0	0	1450	1463	41	17	1294	1223	1245	2542	2314	1796	0	0	13	0	1	0	0	0	0	0	6	0	24	10	9	0	151	12	0	3	29	0	0	6	0	115	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	7	0	0	0	0	0	0	0	4	30	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	48	0	0	14	20	45	145	124	138	687	5	9	2	0	0	0	0	0	0	0	0	5	12	5	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	1	0	3	2	0	0	0	3	0	0	0	0	0	0	0
Seq_23	1036	855	370	634	1107	854	1040	1009	1078	893	580	375	315	376	257	676	1149	932	1073	945	413	506	208	167	169	218	306	731	674	665	572	468	348	84	270	410	1159	1449	1175	1194	305	409	16	17	61	239	432	584	366	568	407	429	14	112	591	1210	1775	1411	693	437	13	637	25	28	385	1380	1281	1466	1165	877	871	561	286	236	576	695	875	1499	1535	930	100	167	48	78	155	231	368	582	9	3	10	249	0	24	2	2	0	2	1473	127	155	51	42	29	86	334	204	204	258	708	701	281	158	289	1018	954	1536	1650	1270	123	140	3	18	13	131	329	279	257	165	146	177	0	12	83	224	401	481	308	169	49	192	9	20	72	346	547	607	403	244	2211	2321	37	27	2241	2273	2438	4008	2870	1849	0	0	5	4	2	0	0	0	0	0	4	0	4	3	1	0	31	2	0	0	21	0	4	0	0	39	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	7	5	4	0	0	1	0	0	70	2	0	12	8	7	3	1	3	22	2	1	0	0	2	3	0	0	60	1	1297	1510	2	750	909	1081	1313	1902	2020	1641	99	0	3	0	0	0	0	1	1	1	0	0	11	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	10	3	11	7	5	0	2	0	0	0	2	0	0	4	5	1	0	0	0	0	4	4	4	0	2	1	2	4	3	87	0	3	1	4	4	2	0
Seq_24	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	31	147	165	113	75	37	15	5	30	8	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	0	0	0	0	0	79	506	748	363	378	354	570	1281	954	860	1035	17	0	33	6	2	2	0	0	0	1	2	2	2	7	2	0	0	0	0	0	3708	3177	5908	9452	10906	7976	5027	2196	1662	2557	760	3646	4536	7564	5324	4800	5806	3544	2161	2834	0	0	0	0	0	0	5	0	0	0	0	0	17	0	21	3	0	0	0	1	0	0	13	0	0	3	0	0	0	0	56	0	8	0	5	197	0	0	0	4	6	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	180	206	0	664	167	87	41	29	54	108	0	0	17	3	0	0	0	3	0	2	0	7	36	0	7	0	0	0	0	0	0	10	8	0	13	2	0	0	1	3	1	15	31	99	65	28	10	3	0	4	3	2	18	54	54	8	5	0	0	0	17	7	7	10	87	64	23	8	0	0	0	0	0	0	0	0	0	0	0	0
Seq_25	378	343	250	581	783	454	578	949	645	367	631	402	371	540	450	1002	1751	1922	1335	1057	604	711	316	257	257	428	654	1485	1041	863	1025	761	341	215	501	747	2052	1676	991	1043	1728	1845	236	374	1261	1933	4025	3034	1338	2754	546	455	202	985	1909	2360	1668	432	339	461	51	434	71	235	1034	1545	832	432	320	411	361	419	582	579	725	766	288	237	316	221	285	457	446	251	320	333	398	275	3	0	3	729	2	18	3	2	0	0	398	34	81	22	14	9	59	237	142	110	147	184	170	72	29	59	263	257	461	360	328	319	305	4	25	28	284	768	687	479	295	445	322	7	88	399	563	956	475	284	190	9	47	3	16	46	97	142	71	30	29	825	1372	34	48	1625	1546	1021	1197	669	473	3	0	18	26	5	0	0	0	0	0	3	0	7	0	1	0	39	2	0	2	62	2	11	2	8	84	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	13	0	2	12	15	3	0	0	0	4	0	0	0	3	1	5	3	0	25	1	718	715	2	2064	1166	988	688	356	359	504	125	1	5	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3	11	15	18	14	9	0	0	0	1	0	0	7	0	4	4	0	0	0	5	2	0	3	7	5	1	1	0	0	0	52	6	4	5	3	3	0	0
